,title,price,link,pic
22,【Glitter 強效除菌 手機去污清潔液】 觸控螢幕 清潔液 螢幕專用清潔組 3C產品專用 不含酒 精 (60ML),299,https://24h.pchome.com.tw/prod/DSBE02-A900B0ZKX,https://img.pchome.com.tw/cs/items/DSBE02A900B0ZKX/000001_1686801234.png?width=320
10,BUBM 雙層加高版 多功能3C收納包 大容量配件包 行動電源滑鼠變壓器耳機充電線材周邊 出國旅行旅遊,299,https://24h.pchome.com.tw/prod/DICM65-A900AFZ60,https://img.pchome.com.tw/cs/items/DICM65A900AFZ60/000001_1618803002.jpg?width=320
23,【太星電工】數位定時/3C數位產品專用定時器-2入(OTM306),305,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=1593737&Area=search&oid=1_8&cid=index&kw=3C,https://i1.momoshop.com.tw/1692571683/goodsimg/0001/593/737/1593737_OL.webp
35,【Kingston 金士頓】MobileLite Duo 3C USB Type-C 讀卡機 microSD 專用(FCR-ML3C),331,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=4951237&Area=search&oid=1_14&cid=index&kw=3C,https://i1.momoshop.com.tw/1692627670/goodsimg/0004/951/237/4951237_OL.webp
6,金士頓 Kingston MobileLite Duo 3C Type-C 讀卡機（FCR-ML3C),331,https://24h.pchome.com.tw/prod/DGAG4A-A9008UDKS,https://img.pchome.com.tw/cs/items/DGAG4AA9008UDKS/000001_1520911039.jpg?width=320
3,【節能燈具】太星3C數位產品專用定時器,338,https://online.carrefour.com.tw/zh/%E5%A4%AA%E6%98%9F%E9%9B%BB%E5%B7%A5-max-star/3009502600101.html,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw9376b52e/images/large/0134351_3c.jpeg?sw=300&bgcolor=FFFFFF
41,【PowerSync 群加】3開3插彩色開關防雷擊延長線/1.2m(TS3C9012/TS3C0012),339,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=8123366&Area=search&oid=1_18&cid=index&kw=3C,https://i4.momoshop.com.tw/1692894186/goodsimg/0008/123/366/8123366_OL.webp
16,金士頓 Kingston MobileLite Duo 3C 迷你雙介面讀卡機,349,https://24h.pchome.com.tw/prod/DGAG4A-A9008AZ6T,https://img.pchome.com.tw/cs/items/DGAG4AA9008AZ6T/000001_1603097548.jpg?width=320
30,Boona 3C 鏡頭包方形 H008(L號),349,https://24h.pchome.com.tw/prod/DGBH73-A900AP240,https://img.pchome.com.tw/cs/items/DGBH73A900AP240/000001_1591174407.jpg?width=320
14,【BUBM】硬殼防震3C數位配件收納包/隨身整理包(黑色),399,https://24h.pchome.com.tw/prod/DICM9B-A900BZ4QF,https://img.pchome.com.tw/cs/items/DICM9BA900BZ4QF/000001_1636703172.jpg?width=320
34,3C行動電源線材收納包 送磁吸式理線器2入 硬碟收納包 手機耳機收納包 3c收納包 線材收納包,399,https://24h.pchome.com.tw/prod/DYAFDV-A900H001P,https://img.pchome.com.tw/cs/items/DYAFDVA900H001P/000001_1702520830.jpg?width=320
25,【PowerSync 群加】2P 1擴3插工業用動力延長線/軍綠色/5M(TU3C5050),424,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=9862762&Area=search&oid=1_9&cid=index&kw=3C,https://i1.momoshop.com.tw/1695722235/goodsimg/0009/862/762/9862762_OL.webp
51,【蔘大王】台灣菊花枸杞決明子茶包X2組有4袋（6gX10入/袋）(破壁銅鑼杭菊枸杞茶 熬夜退火 3C守護茶),545,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=8705036&Area=search&oid=1_28&cid=index&kw=3C,https://i2.momoshop.com.tw/1703581312/goodsimg/0008/705/036/8705036_OL.webp
38,Jokitech 3C線材收納盒 電腦周邊配件收納包,560,https://24h.pchome.com.tw/prod/DICM9B-A900E0CAQ,https://img.pchome.com.tw/cs/items/DICM9BA900E0CAQ/000001_1645434143.jpg?width=320
18,【BUBM】多功能3C數位配件/手機/行動電源收納包/整理包(黑色),615,https://24h.pchome.com.tw/prod/DICM9B-A900B4REF,https://img.pchome.com.tw/cs/items/DICM9BA900B4REF/000001_1612176727.jpg?width=320
24,【BUBM】3C電子產品數位周邊線材配件整理收納包/隨行包 (灰色),620,https://24h.pchome.com.tw/prod/DICM65-A900AKJCK,https://img.pchome.com.tw/cs/items/DICM65A900AKJCK/000001_1585032620.jpg?width=320
32,Eiby 多功能便攜數碼配件收納盒 手機充電線材收納包 3C整理包 旅行收納袋,620,https://24h.pchome.com.tw/prod/DICM9B-A900GZ6BE,https://img.pchome.com.tw/cs/items/DICM9BA900GZ6BE/000001_1701848358.jpg?width=320
46,【PowerSync 群加】2P 1擴3插工業用動力延長線/軍綠色/10M(TU3C5100),636,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=9862759&Area=search&oid=1_23&cid=index&kw=3C,https://i2.momoshop.com.tw/1695722242/goodsimg/0009/862/759/9862759_OL.webp
28,BUBM 單層加高版 多功能3C收納包 大容量配件包 行動電源滑鼠變壓器耳機充電線材周邊 出國旅行旅遊,690,https://24h.pchome.com.tw/prod/DICM65-A900AFZ5N,https://img.pchome.com.tw/cs/items/DICM65A900AFZ5N/000001_1618802872.jpg?width=320
49,【BOONA】3C 相機背包 H011,711,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10047611&Area=search&oid=1_26&cid=index&kw=3C,https://i4.momoshop.com.tw/1692198477/goodsimg/0010/047/611/10047611_OL.webp
50,【Kingston 金士頓】DataTraveler microDuo 3C 256GB Type-C 和 Type-A 隨身碟(DTDUO3CG3/256GB),729,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10351497&Area=search&oid=1_27&cid=index&kw=3C,https://i2.momoshop.com.tw/1692296081/goodsimg/0010/351/497/10351497_OL.webp
17,【曼寧】台灣菊花決明子枸杞茶6gx10包x8袋(台灣杭菊;苗栗銅鑼杭菊;枸杞;3C愛護茶),749,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=8492821&Area=search&oid=1_5&cid=index&kw=3C,https://i3.momoshop.com.tw/1707618640/goodsimg/0008/492/821/8492821_OL.webp
43,【audio-technica 鐵三角】鐵三角 ATH-CKD3C USB Type-C用耳塞式耳機(耳塞式耳機),990,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=9070887&Area=search&oid=1_20&cid=index&kw=3C,https://i3.momoshop.com.tw/1693085308/goodsimg/0009/070/887/9070887_OL.webp
19,【綠聯】綠聯 65W氮化鎵充電器 GaN快充版 3C1A(3個Type-c+1個USB孔),999,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=8794949&Area=search&oid=1_6&cid=index&kw=3C,https://i3.momoshop.com.tw/1707118154/goodsimg/0008/794/949/8794949_OL.webp
48,【funcare 船井生醫】果凍三兄妹3C葉黃素凍3盒(共30包)-兒童專用,1024,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=8653611&Area=search&oid=1_25&cid=index&kw=3C,https://i3.momoshop.com.tw/1692993501/goodsimg/0008/653/611/8653611_OL.webp
11,【AAHP全健護】金盞花游離葉黃素膠囊30粒X3盒(全年齡可食 3C藍光族必備),1066,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10261718&Area=search&oid=1_2&cid=index&kw=3C,https://i2.momoshop.com.tw/1692286320/goodsimg/0010/261/718/10261718_OL.webp
44,【AUKEY】Omnia Mix 3 90W PA B6S PD快充 3孔充電器(專為多種3C充電而生 擁有90W大功率輸出),1225,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10524588&Area=search&oid=1_21&cid=index&kw=3C,https://i3.momoshop.com.tw/1694078235/goodsimg/0010/524/588/10524588_OL.webp
13,【UKKO】GaN 100W 氮化鎵急速充電器(GaN USB-C/USB 3C1A PD快充),1424,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10641173&Area=search&oid=1_3&cid=index&kw=3C,https://i3.momoshop.com.tw/1692392877/goodsimg/0010/641/173/10641173_OL.webp
9,【AAHP全健護】金盞花游離葉黃素膠囊30粒X6盒(全年齡可食 3C藍光族必備),1896,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10266366&Area=search&oid=1_1&cid=index&kw=3C,https://i3.momoshop.com.tw/1692287559/goodsimg/0010/266/366/10266366_OL.webp
21,【綠聯】100W 3C1A GaN氮化鎵快速充電器(PD3.1/四口皆快充/深空灰),1999,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10398488&Area=search&oid=1_7&cid=index&kw=3C,https://i3.momoshop.com.tw/1707118034/goodsimg/0010/398/488/10398488_OL.webp
37,【WD 威騰】My Passport Ultra 2TB Type-C 2.5吋 行動硬碟 藍(WDBC3C0020BBL-WESN),2590,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=6722386&Area=search&oid=1_15&cid=index&kw=3C,https://i3.momoshop.com.tw/1692726690/goodsimg/0006/722/386/6722386_OL.webp
45,【LAC 利維喜】專利葉黃素枸杞膠囊x6入組(共180顆/8倍枸杞/優視/專利FloraGLO/護明/3C族必備),2990,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10686820&Area=search&oid=1_22&cid=index&kw=3C,https://i2.momoshop.com.tw/1704963663/goodsimg/0010/686/820/10686820_OL.webp
40,【funcare 船井生醫】果凍三兄妹3C葉黃素凍10盒(共100包)-兒童專用,3080,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=8653613&Area=search&oid=1_17&cid=index&kw=3C,https://i2.momoshop.com.tw/1692993467/goodsimg/0008/653/613/8653613_OL.webp
42,【funcare 船井生醫】蛋黃哥3C葉黃素凍10盒(共100包-兒童專用),3184,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=6216513&Area=search&oid=1_19&cid=index&kw=3C,https://i4.momoshop.com.tw/1707730657/goodsimg/0006/216/513/6216513_OL.webp
31,【Transcend 創見】StoreJet 25M3C 2TB 軍規 Type-C 2.5吋行動硬碟(TS2TSJ25M3C),3499,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11042579&Area=search&oid=1_12&cid=index&kw=3C,https://i2.momoshop.com.tw/1693513831/goodsimg/0011/042/579/11042579_OL.webp
27,【OGAWA】X-智能眼鼻按摩器OY-0301C(3D震動、溫感、加熱、眼鼻護理、3C),3680,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11399001&Area=search&oid=1_10&cid=index&kw=3C,https://i4.momoshop.com.tw/1704445327/goodsimg/0011/399/001/11399001_OL.webp
15,【Transcend 創見】StoreJet 25M3C 4TB 軍規 Type-C 2.5吋行動硬碟(TS4TSJ25M3C),3699,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11042569&Area=search&oid=1_4&cid=index&kw=3C,https://i1.momoshop.com.tw/1700041125/goodsimg/0011/042/569/11042569_OL.webp
